행정구역,2022년10월_남_총인구수,2022년10월_남_연령구간인구수,2022년10월_남_0~9세,2022년10월_남_10~19세,2022년10월_남_20~29세,2022년10월_남_30~39세,2022년10월_남_40~49세,2022년10월_남_50~59세,2022년10월_남_60~69세,2022년10월_남_70~79세,2022년10월_남_80~89세,2022년10월_남_90~99세,2022년10월_남_100세 이상,2022년10월_여_총인구수,2022년10월_여_연령구간인구수,2022년10월_여_0~9세,2022년10월_여_10~19세,2022년10월_여_20~29세,2022년10월_여_30~39세,2022년10월_여_40~49세,2022년10월_여_50~59세,2022년10월_여_60~69세,2022년10월_여_70~79세,2022년10월_여_80~89세,2022년10월_여_90~99세,2022년10월_여_100세 이상
대전광역시 중구 목동(3014055000),7816 ,7816 ,838 ,1292 ,856 ,828 ,1655 ,1254 ,622 ,321 ,139 ,11 ,0 ,8563 ,8563 ,844 ,1381 ,850 ,984 ,1879 ,1160 ,778 ,429 ,223 ,34 ,1 
대전광역시 중구 중촌동(3014056000),6827 ,6827 ,465 ,582 ,863 ,970 ,1065 ,1135 ,970 ,532 ,213 ,31 ,1 ,7141 ,7141 ,456 ,540 ,749 ,836 ,1051 ,1198 ,1118 ,717 ,413 ,60 ,3 
대전광역시 중구 대흥동(3014057500),6582 ,6582 ,397 ,564 ,1091 ,942 ,1068 ,1005 ,864 ,419 ,203 ,27 ,2 ,6793 ,6793 ,339 ,489 ,1310 ,932 ,973 ,887 ,918 ,577 ,299 ,66 ,3 
대전광역시 중구 문창동(3014060500),2323 ,2323 ,79 ,154 ,254 ,221 ,313 ,451 ,456 ,259 ,128 ,8 ,0 ,2158 ,2158 ,61 ,123 ,209 ,172 ,225 ,335 ,453 ,323 ,209 ,47 ,1 
대전광역시 중구 석교동(3014062000),7664 ,7664 ,317 ,522 ,901 ,814 ,1017 ,1349 ,1538 ,853 ,334 ,18 ,1 ,7535 ,7535 ,288 ,492 ,749 ,612 ,874 ,1310 ,1596 ,1006 ,525 ,82 ,1 
대전광역시 중구 대사동(3014063000),2614 ,2614 ,76 ,151 ,458 ,332 ,313 ,426 ,429 ,258 ,154 ,17 ,0 ,2814 ,2814 ,61 ,99 ,602 ,284 ,250 ,416 ,495 ,347 ,224 ,35 ,1 
대전광역시 중구 부사동(3014064000),3340 ,3340 ,151 ,203 ,394 ,388 ,440 ,600 ,646 ,344 ,158 ,16 ,0 ,3269 ,3269 ,125 ,179 ,373 ,286 ,383 ,559 ,672 ,404 ,238 ,49 ,1 
대전광역시 중구 용두동(3014065500),4470 ,4470 ,214 ,302 ,796 ,697 ,639 ,762 ,543 ,334 ,175 ,8 ,0 ,4723 ,4723 ,225 ,366 ,880 ,616 ,622 ,666 ,572 ,440 ,297 ,38 ,1 
대전광역시 중구 오류동(3014067000),4945 ,4945 ,285 ,395 ,696 ,644 ,698 ,835 ,713 ,433 ,210 ,35 ,1 ,5599 ,5599 ,314 ,372 ,780 ,670 ,721 ,946 ,801 ,570 ,357 ,68 ,0 
대전광역시 중구 태평1동(3014068000),6290 ,6290 ,524 ,731 ,735 ,681 ,1057 ,1124 ,772 ,469 ,184 ,13 ,0 ,6708 ,6708 ,479 ,742 ,664 ,677 ,1198 ,1117 ,857 ,603 ,332 ,38 ,1 
대전광역시 중구 태평2동(3014069000),11942 ,11942 ,808 ,1480 ,1475 ,1006 ,1836 ,2141 ,1660 ,1037 ,468 ,31 ,0 ,13027 ,13027 ,786 ,1413 ,1332 ,1061 ,2148 ,2292 ,1969 ,1256 ,662 ,103 ,5 
대전광역시 중구 유천1동(3014070000),3152 ,3152 ,141 ,159 ,415 ,438 ,486 ,558 ,560 ,280 ,104 ,11 ,0 ,2960 ,2960 ,131 ,131 ,365 ,352 ,354 ,491 ,595 ,324 ,185 ,30 ,2 
대전광역시 중구 유천2동(3014071000),6647 ,6647 ,372 ,496 ,889 ,751 ,957 ,1070 ,1096 ,691 ,295 ,29 ,1 ,6791 ,6791 ,392 ,431 ,821 ,689 ,861 ,1094 ,1228 ,769 ,443 ,62 ,1 
대전광역시 중구 문화1동(3014072000),10278 ,10278 ,838 ,1366 ,1335 ,962 ,1644 ,1748 ,1271 ,732 ,352 ,29 ,1 ,11035 ,11035 ,740 ,1281 ,1327 ,1095 ,1923 ,1793 ,1373 ,895 ,526 ,81 ,1 
대전광역시 중구 문화2동(3014073000),5907 ,5907 ,247 ,530 ,785 ,638 ,808 ,1101 ,981 ,509 ,289 ,19 ,0 ,6330 ,6330 ,263 ,435 ,658 ,516 ,844 ,1155 ,1163 ,736 ,481 ,75 ,4 
대전광역시 중구 산성동(3014074000),13548 ,13548 ,619 ,1137 ,1659 ,1290 ,1962 ,2554 ,2535 ,1316 ,440 ,34 ,2 ,13137 ,13137 ,638 ,1028 ,1273 ,1114 ,1754 ,2445 ,2607 ,1437 ,736 ,100 ,5 
대전광역시 서구 (3017000000),231541 ,231541 ,17698 ,24491 ,36280 ,32889 ,36554 ,37074 ,28704 ,12582 ,4859 ,403 ,7 ,239571 ,239571 ,16711 ,23032 ,34872 ,31256 ,38669 ,39385 ,31352 ,14784 ,8014 ,1452 ,44 
대전광역시 서구 복수동(3017051000),10830 ,10830 ,919 ,1454 ,1416 ,1193 ,1907 ,1810 ,1257 ,629 ,228 ,15 ,2 ,11162 ,11162 ,921 ,1450 ,1291 ,1174 ,2138 ,1771 ,1377 ,681 ,299 ,58 ,2 
대전광역시 서구 도마1동(3017052000),9322 ,9322 ,587 ,639 ,1625 ,1353 ,1209 ,1422 ,1406 ,766 ,289 ,26 ,0 ,8990 ,8990 ,566 ,581 ,1258 ,1117 ,1051 ,1434 ,1602 ,880 ,439 ,62 ,0 
대전광역시 서구 도마2동(3017053000),8576 ,8576 ,443 ,659 ,1310 ,958 ,1181 ,1402 ,1457 ,818 ,330 ,17 ,1 ,8535 ,8535 ,350 ,634 ,1091 ,819 ,1034 ,1457 ,1667 ,946 ,461 ,72 ,4 
대전광역시 서구 정림동(3017053500),7687 ,7687 ,492 ,731 ,947 ,819 ,1063 ,1320 ,1425 ,631 ,232 ,27 ,0 ,8111 ,8111 ,415 ,637 ,834 ,760 ,1082 ,1554 ,1594 ,739 ,420 ,74 ,2 
대전광역시 서구 변동(3017054000),7963 ,7963 ,444 ,607 ,1071 ,1046 ,1133 ,1373 ,1315 ,688 ,262 ,24 ,0 ,7694 ,7694 ,383 ,531 ,915 ,836 ,1040 ,1337 ,1415 ,794 ,372 ,70 ,1 
대전광역시 서구 용문동(3017055000),5807 ,5807 ,255 ,297 ,1154 ,1075 ,863 ,808 ,760 ,410 ,172 ,13 ,0 ,6320 ,6320 ,268 ,271 ,1290 ,1007 ,790 ,891 ,916 ,550 ,291 ,44 ,2 
대전광역시 서구 탄방동(3017055500),12825 ,12825 ,797 ,1181 ,2427 ,2307 ,2004 ,1979 ,1392 ,504 ,219 ,15 ,0 ,13826 ,13826 ,689 ,1068 ,2832 ,2244 ,2228 ,2170 ,1517 ,645 ,360 ,72 ,1 
대전광역시 서구 괴정동(3017056000),9282 ,9282 ,495 ,625 ,2060 ,1946 ,1444 ,1155 ,924 ,462 ,163 ,8 ,0 ,9756 ,9756 ,502 ,600 ,2521 ,1623 ,1297 ,1311 ,1069 ,539 ,241 ,50 ,3 
대전광역시 서구 가장동(3017057000),5357 ,5357 ,357 ,511 ,710 ,664 ,856 ,859 ,766 ,437 ,184 ,13 ,0 ,5747 ,5747 ,313 ,509 ,747 ,605 ,861 ,965 ,923 ,523 ,250 ,51 ,0 
대전광역시 서구 내동(3017057500),11150 ,11150 ,788 ,1198 ,1595 ,1255 ,1808 ,1831 ,1527 ,811 ,314 ,23 ,0 ,12069 ,12069 ,781 ,1297 ,1461 ,1231 ,1972 ,2027 ,1827 ,941 ,460 ,71 ,1 
대전광역시 서구 갈마1동(3017058100),10959 ,10959 ,532 ,802 ,2221 ,1998 ,1507 ,1613 ,1477 ,583 ,210 ,15 ,1 ,10558 ,10558 ,483 ,703 ,2101 ,1438 ,1477 ,1671 ,1663 ,633 ,333 ,53 ,3 
대전광역시 서구 갈마2동(3017058200),12311 ,12311 ,637 ,896 ,2739 ,2321 ,1821 ,1906 ,1362 ,457 ,161 ,11 ,0 ,12127 ,12127 ,585 ,952 ,2598 ,1911 ,1710 ,2066 ,1451 ,521 ,294 ,37 ,2 
대전광역시 서구 월평1동(3017058600),6074 ,6074 ,169 ,275 ,1578 ,1167 ,847 ,948 ,715 ,271 ,98 ,6 ,0 ,5205 ,5205 ,158 ,240 ,1389 ,771 ,584 ,869 ,695 ,299 ,165 ,33 ,2 
대전광역시 서구 월평2동(3017058700),6670 ,6670 ,330 ,619 ,871 ,711 ,815 ,1218 ,1282 ,559 ,240 ,24 ,1 ,7479 ,7479 ,343 ,590 ,762 ,700 ,941 ,1410 ,1372 ,689 ,560 ,109 ,3 
대전광역시 서구 월평3동(3017058800),10173 ,10173 ,835 ,1340 ,1377 ,1209 ,1456 ,1680 ,1587 ,494 ,176 ,19 ,0 ,10613 ,10613 ,766 ,1173 ,1061 ,1312 ,1748 ,2007 ,1620 ,544 ,314 ,68 ,0 
대전광역시 서구 가수원동(3017059000),5258 ,5258 ,290 ,480 ,695 ,588 ,729 ,930 ,888 ,450 ,188 ,19 ,1 ,5512 ,5512 ,291 ,466 ,580 ,550 ,692 ,1012 ,1053 ,525 ,293 ,47 ,3 
대전광역시 서구 도안동(3017059300),17678 ,17678 ,2787 ,2368 ,1931 ,2887 ,3713 ,2212 ,1305 ,372 ,93 ,10 ,0 ,18292 ,18292 ,2708 ,2239 ,2061 ,3313 ,3739 ,2270 ,1343 ,400 ,179 ,40 ,0 
대전광역시 서구 관저1동(3017059600),7198 ,7198 ,558 ,791 ,1258 ,942 ,1011 ,1218 ,907 ,342 ,158 ,13 ,0 ,7950 ,7950 ,528 ,698 ,1385 ,995 ,1165 ,1452 ,928 ,459 ,294 ,45 ,1 
대전광역시 서구 관저2동(3017059700),23809 ,23809 ,2729 ,3073 ,3243 ,3463 ,4357 ,3881 ,1966 ,795 ,284 ,18 ,0 ,25100 ,25100 ,2614 ,2949 ,3195 ,3666 ,4837 ,3963 ,2222 ,1023 ,531 ,99 ,1 
대전광역시 서구 기성동(3017060000),1857 ,1857 ,53 ,84 ,140 ,126 ,227 ,345 ,455 ,264 ,146 ,17 ,0 ,1742 ,1742 ,31 ,73 ,103 ,105 ,156 ,268 ,354 ,286 ,282 ,77 ,7 
대전광역시 서구 둔산1동(3017063000),8147 ,8147 ,736 ,1732 ,831 ,488 ,1698 ,1388 ,693 ,392 ,168 ,20 ,1 ,8420 ,8420 ,657 ,1613 ,723 ,660 ,2139 ,1226 ,681 ,433 ,241 ,47 ,0 
대전광역시 서구 둔산2동(3017064000),16905 ,16905 ,1493 ,2004 ,2496 ,2526 ,2654 ,2964 ,1904 ,618 ,227 ,19 ,0 ,18164 ,18164 ,1424 ,1879 ,2619 ,2665 ,3183 ,3328 ,1940 ,686 ,375 ,65 ,0 
대전광역시 서구 만년동(3017065000),6361 ,6361 ,432 ,641 ,1270 ,1075 ,874 ,1064 ,702 ,212 ,83 ,8 ,0 ,6198 ,6198 ,430 ,581 ,928 ,949 ,1003 ,1172 ,687 ,270 ,144 ,34 ,0 
대전광역시 서구 둔산3동(3017066000),9342 ,9342 ,540 ,1484 ,1315 ,772 ,1377 ,1748 ,1232 ,617 ,234 ,23 ,0 ,10001 ,10001 ,505 ,1298 ,1127 ,805 ,1802 ,1754 ,1436 ,778 ,416 ,74 ,6 
대전광역시 유성구 (3020000000),179101 ,179101 ,16519 ,19662 ,28283 ,28704 ,29416 ,27793 ,19006 ,6933 ,2501 ,282 ,2 ,174965 ,174965 ,15611 ,18114 ,24079 ,25833 ,30666 ,27802 ,19534 ,7717 ,4644 ,938 ,27 
대전광역시 유성구 진잠동(3020052000),12714 ,12714 ,883 ,1271 ,1760 ,1517 ,2055 ,2413 ,1764 ,725 ,303 ,23 ,0 ,12200 ,12200 ,845 ,1081 ,1475 ,1232 ,1971 ,2270 ,1824 ,854 ,540 ,106 ,2 
대전광역시 유성구 학하동(3020052600),9417 ,9417 ,985 ,680 ,1633 ,1576 ,1459 ,1312 ,1281 ,374 ,106 ,11 ,0 ,8841 ,8841 ,924 ,668 ,1190 ,1504 ,1361 ,1460 ,1216 ,307 ,167 ,42 ,2 
대전광역시 유성구 상대동(3020052700),12295 ,12295 ,1557 ,1849 ,1254 ,1531 ,2313 ,1920 ,1347 ,387 ,121 ,16 ,0 ,12883 ,12883 ,1500 ,1692 ,1162 ,1815 ,2639 ,2013 ,1340 ,429 ,231 ,61 ,1 
대전광역시 유성구 온천1동(3020053000),13745 ,13745 ,426 ,498 ,3166 ,3147 ,1794 ,2046 ,1682 ,696 ,257 ,32 ,1 ,12785 ,12785 ,400 ,432 ,3406 ,2273 ,1452 ,1897 ,1580 ,815 ,457 ,69 ,4 
대전광역시 유성구 온천2동(3020054000),20945 ,20945 ,1594 ,1606 ,5263 ,3384 ,2739 ,2766 ,2355 ,900 ,293 ,45 ,0 ,19057 ,19057 ,1603 ,1460 ,3722 ,2697 ,2703 ,2856 ,2482 ,926 ,500 ,106 ,2 
대전광역시 유성구 노은1동(3020054600),10680 ,10680 ,1007 ,1501 ,1396 ,1539 ,1944 ,1732 ,954 ,418 ,171 ,17 ,1 ,10795 ,10795 ,905 ,1424 ,1301 ,1477 ,2128 ,1686 ,1024 ,503 ,294 ,51 ,2 
대전광역시 유성구 노은2동(3020054700),11797 ,11797 ,1059 ,1677 ,1583 ,1407 ,2064 ,2023 ,1207 ,505 ,253 ,19 ,0 ,12178 ,12178 ,988 ,1551 ,1431 ,1391 ,2363 ,2077 ,1260 ,614 ,424 ,76 ,3 
대전광역시 유성구 노은3동(3020054800),18085 ,18085 ,2266 ,2353 ,1846 ,2617 ,3585 ,2655 ,1764 ,749 ,231 ,19 ,0 ,18850 ,18850 ,2158 ,2254 ,1704 ,2864 ,3821 ,2848 ,1988 ,765 ,360 ,85 ,3 
대전광역시 유성구 신성동(3020055000),13644 ,13644 ,1442 ,1475 ,2220 ,2939 ,2075 ,1808 ,1127 ,397 ,142 ,19 ,0 ,12402 ,12402 ,1313 ,1329 ,1795 ,2380 ,2054 ,1716 ,1099 ,383 ,275 ,58 ,0 
대전광역시 유성구 전민동(3020057000),13735 ,13735 ,1252 ,1542 ,2328 ,2457 ,1980 ,2135 ,1476 ,378 ,151 ,36 ,0 ,13055 ,13055 ,1155 ,1497 ,1810 ,1958 ,2167 ,2216 ,1390 ,426 ,349 ,86 ,1 
대전광역시 유성구 구즉동(3020058000),14600 ,14600 ,1194 ,1541 ,2326 ,2363 ,2335 ,2572 ,1498 ,523 ,225 ,23 ,0 ,13888 ,13888 ,1141 ,1430 ,1858 ,1963 ,2367 ,2378 ,1435 ,735 ,500 ,78 ,3 
대전광역시 유성구 관평동(3020060000),14590 ,14590 ,1435 ,2291 ,2045 ,1914 ,2639 ,2608 ,1193 ,362 ,97 ,6 ,0 ,13856 ,13856 ,1376 ,2030 ,1720 ,1794 ,2978 ,2205 ,1131 ,350 ,219 ,51 ,2 
대전광역시 유성구 원신흥동(3020061000),12854 ,12854 ,1419 ,1378 ,1463 ,2313 ,2434 ,1803 ,1358 ,519 ,151 ,16 ,0 ,14175 ,14175 ,1303 ,1266 ,1505 ,2485 ,2662 ,2180 ,1765 ,610 ,328 ,69 ,2 
대전광역시 대덕구 (3023000000),88127 ,88127 ,5046 ,8000 ,12662 ,10979 ,13014 ,16645 ,13540 ,5836 ,2237 ,167 ,1 ,85338 ,85338 ,4951 ,7294 ,10375 ,8829 ,12275 ,16199 ,13906 ,6844 ,3986 ,658 ,21 
대전광역시 대덕구 오정동(3023051000),7489 ,7489 ,273 ,519 ,1179 ,838 ,1015 ,1381 ,1375 ,669 ,223 ,17 ,0 ,6733 ,6733 ,262 ,432 ,1038 ,608 ,769 ,1167 ,1332 ,719 ,337 ,65 ,4 
대전광역시 대덕구 대화동(3023052000),3538 ,3538 ,113 ,256 ,425 ,404 ,549 ,692 ,657 ,333 ,103 ,6 ,0 ,3200 ,3200 ,107 ,200 ,328 ,324 ,437 ,564 ,632 ,373 ,200 ,34 ,1 
대전광역시 대덕구 회덕동(3023052500),6045 ,6045 ,267 ,474 ,690 ,651 ,812 ,1177 ,1159 ,563 ,225 ,27 ,0 ,5814 ,5814 ,272 ,417 ,579 ,487 ,726 ,1055 ,1185 ,615 ,427 ,49 ,2 
대전광역시 대덕구 비래동(3023053300),7860 ,7860 ,406 ,789 ,1085 ,839 ,1143 ,1520 ,1250 ,581 ,230 ,17 ,0 ,7975 ,7975 ,377 ,693 ,939 ,676 ,1130 ,1592 ,1455 ,686 ,359 ,68 ,0 
대전광역시 대덕구 송촌동(3023054300),13208 ,13208 ,852 ,1795 ,2060 ,1321 ,2003 ,2768 ,1633 ,494 ,265 ,17 ,0 ,13515 ,13515 ,883 ,1718 ,1781 ,1221 ,2427 ,2842 ,1498 ,654 ,417 ,73 ,1 
대전광역시 대덕구 중리동(3023054600),9984 ,9984 ,416 ,777 ,1591 ,1272 ,1504 ,1909 ,1571 ,678 ,252 ,14 ,0 ,9255 ,9255 ,392 ,678 ,1311 ,903 ,1290 ,1761 ,1685 ,764 ,407 ,62 ,2 
대전광역시 대덕구 신탄진동(3023055000),7524 ,7524 ,442 ,582 ,1025 ,1148 ,1036 ,1385 ,1139 ,535 ,220 ,12 ,0 ,7065 ,7065 ,446 ,488 ,834 ,854 ,948 ,1285 ,1190 ,598 ,359 ,58 ,5 
대전광역시 대덕구 석봉동(3023056000),8277 ,8277 ,943 ,808 ,980 ,1371 ,1452 ,1270 ,963 ,339 ,137 ,14 ,0 ,7909 ,7909 ,903 ,744 ,804 ,1311 ,1258 ,1290 ,965 ,343 ,245 ,45 ,1 
대전광역시 대덕구 덕암동(3023057000),7158 ,7158 ,326 ,550 ,1142 ,994 ,1069 ,1410 ,980 ,472 ,199 ,16 ,0 ,6242 ,6242 ,324 ,513 ,827 ,671 ,880 ,1135 ,957 ,550 ,328 ,56 ,1 
대전광역시 대덕구 목상동(3023058000),3490 ,3490 ,193 ,267 ,571 ,614 ,639 ,602 ,402 ,150 ,51 ,1 ,0 ,2902 ,2902 ,182 ,274 ,403 ,360 ,472 ,527 ,389 ,171 ,102 ,20 ,2 
대전광역시 대덕구 법1동(3023060000),5994 ,5994 ,394 ,478 ,813 ,798 ,825 ,1097 ,994 ,444 ,142 ,9 ,0 ,6785 ,6785 ,423 ,495 ,702 ,749 ,832 ,1330 ,1146 ,678 ,373 ,55 ,2 
대전광역시 대덕구 법2동(3023061000),7560 ,7560 ,421 ,705 ,1101 ,729 ,967 ,1434 ,1417 ,578 ,190 ,17 ,1 ,7943 ,7943 ,380 ,642 ,829 ,665 ,1106 ,1651 ,1472 ,693 ,432 ,73 ,0 
울산광역시  (3100000000),570960 ,570960 ,44244 ,57631 ,73740 ,75395 ,93179 ,103554 ,81484 ,31921 ,9209 ,599 ,4 ,540747 ,540747 ,41904 ,52254 ,56768 ,65239 ,88698 ,101376 ,80259 ,34473 ,16954 ,2766 ,56 
울산광역시 중구 (3111000000),105633 ,105633 ,7229 ,10268 ,13167 ,12735 ,16510 ,19422 ,16745 ,7253 ,2183 ,120 ,1 ,103213 ,103213 ,6847 ,9001 ,10274 ,11243 ,15781 ,19808 ,17568 ,8319 ,3790 ,570 ,12 
울산광역시 중구 학성동(3111051000),5657 ,5657 ,252 ,341 ,664 ,746 ,825 ,1023 ,1025 ,585 ,191 ,5 ,0 ,5424 ,5424 ,249 ,307 ,555 ,579 ,649 ,848 ,1121 ,741 ,320 ,53 ,2 
울산광역시 중구 반구1동(3111052000),8568 ,8568 ,618 ,673 ,1016 ,1198 ,1374 ,1615 ,1376 ,553 ,140 ,5 ,0 ,7819 ,7819 ,582 ,608 ,757 ,975 ,1164 ,1512 ,1387 ,573 ,214 ,45 ,2 
울산광역시 중구 반구2동(3111053000),4350 ,4350 ,184 ,291 ,622 ,556 ,570 ,839 ,753 ,406 ,121 ,8 ,0 ,4198 ,4198 ,159 ,246 ,528 ,435 ,516 ,844 ,827 ,427 ,183 ,33 ,0 
울산광역시 중구 복산1동(3111054000),1972 ,1972 ,101 ,135 ,232 ,261 ,223 ,350 ,427 ,194 ,47 ,2 ,0 ,1997 ,1997 ,72 ,130 ,187 ,187 ,206 ,408 ,462 ,240 ,92 ,13 ,0 
울산광역시 중구 복산2동(3111055000),5422 ,5422 ,388 ,541 ,704 ,825 ,833 ,943 ,751 ,342 ,88 ,7 ,0 ,5537 ,5537 ,411 ,499 ,591 ,731 ,813 ,1053 ,852 ,372 ,182 ,33 ,0 
울산광역시 중구 중앙동(3111058500),6277 ,6277 ,213 ,295 ,741 ,731 ,785 ,1180 ,1404 ,673 ,240 ,15 ,0 ,5902 ,5902 ,171 ,269 ,558 ,517 ,619 ,1103 ,1368 ,871 ,378 ,48 ,0 
울산광역시 중구 우정동(3111059000),8773 ,8773 ,610 ,827 ,1021 ,1079 ,1299 ,1542 ,1495 ,648 ,233 ,19 ,0 ,8943 ,8943 ,524 ,671 ,879 ,1038 ,1225 ,1632 ,1661 ,846 ,419 ,48 ,0 
울산광역시 중구 태화동(3111060000),16202 ,16202 ,1550 ,1960 ,1891 ,1904 ,2827 ,2686 ,2219 ,919 ,235 ,11 ,0 ,16348 ,16348 ,1365 ,1745 ,1451 ,1932 ,2982 ,2982 ,2402 ,1009 ,418 ,60 ,2 
울산광역시 중구 다운동(3111061000),11378 ,11378 ,431 ,988 ,1683 ,1129 ,1463 ,2368 ,2084 ,905 ,312 ,15 ,0 ,10974 ,10974 ,425 ,816 ,1215 ,845 ,1429 ,2441 ,2138 ,1027 ,564 ,74 ,0 
울산광역시 중구 병영1동(3111062000),10988 ,10988 ,630 ,1142 ,1494 ,1132 ,1520 ,2200 ,1902 ,745 ,207 ,16 ,0 ,10618 ,10618 ,636 ,974 ,1084 ,990 ,1553 ,2300 ,1919 ,785 ,324 ,52 ,1 
울산광역시 중구 병영2동(3111063000),10073 ,10073 ,839 ,1062 ,1121 ,1291 ,1802 ,1681 ,1544 ,566 ,162 ,5 ,0 ,9984 ,9984 ,871 ,958 ,867 ,1213 ,1601 ,1803 ,1637 ,666 ,327 ,39 ,2 
울산광역시 중구 약사동(3111064000),5380 ,5380 ,588 ,690 ,656 ,704 ,909 ,993 ,585 ,187 ,63 ,5 ,0 ,5377 ,5377 ,620 ,608 ,543 ,744 ,964 ,1000 ,575 ,202 ,102 ,18 ,1 
울산광역시 중구 성안동(3111065000),10593 ,10593 ,825 ,1323 ,1322 ,1179 ,2080 ,2002 ,1180 ,530 ,144 ,7 ,1 ,10092 ,10092 ,762 ,1170 ,1059 ,1057 ,2060 ,1882 ,1219 ,560 ,267 ,54 ,2 
울산광역시 남구 (3114000000),158411 ,158411 ,11022 ,15151 ,22937 ,21993 ,24037 ,29681 ,22430 ,8614 ,2406 ,140 ,0 ,152373 ,152373 ,10431 ,13528 ,18190 ,18666 ,24566 ,30018 ,22798 ,9410 ,4177 ,580 ,9 
울산광역시 남구 신정1동(3114051000),9194 ,9194 ,417 ,538 ,1263 ,1377 ,1255 ,1591 ,1713 ,782 ,249 ,9 ,0 ,9154 ,9154 ,388 ,494 ,1058 ,1098 ,1099 ,1686 ,1907 ,973 ,400 ,48 ,3 
울산광역시 남구 신정2동(3114052000),12162 ,12162 ,944 ,1614 ,1540 ,1383 ,1972 ,2363 ,1511 ,643 ,177 ,15 ,0 ,11793 ,11793 ,868 ,1423 ,1230 ,1250 ,2271 ,2282 ,1466 ,692 ,265 ,46 ,0 
울산광역시 남구 신정3동(3114053000),8198 ,8198 ,572 ,647 ,1043 ,1069 ,1241 ,1572 ,1337 ,535 ,171 ,11 ,0 ,7920 ,7920 ,569 ,546 ,828 ,944 ,1141 ,1590 ,1360 ,632 ,264 ,46 ,0 
울산광역시 남구 신정4동(3114054000),10246 ,10246 ,815 ,1203 ,1356 ,1351 ,1639 ,1836 ,1313 ,560 ,163 ,10 ,0 ,10078 ,10078 ,755 ,1099 ,1114 ,1157 ,1800 ,1840 ,1400 ,635 ,239 ,39 ,0 
울산광역시 남구 신정5동(3114055000),4662 ,4662 ,210 ,310 ,698 ,751 ,728 ,851 ,704 ,320 ,89 ,1 ,0 ,4064 ,4064 ,207 ,270 ,570 ,503 ,583 ,788 ,662 ,326 ,136 ,19 ,0 
울산광역시 남구 달동(3114056000),13517 ,13517 ,713 ,1014 ,2096 ,2108 ,2021 ,2482 ,2089 ,732 ,249 ,13 ,0 ,13251 ,13251 ,692 ,892 ,1759 ,1665 ,1988 ,2619 ,2235 ,868 ,475 ,57 ,1 
울산광역시 남구 삼산동(3114057000),25417 ,25417 ,1635 ,2209 ,4142 ,4205 ,4083 ,4705 ,3142 ,1084 ,197 ,15 ,0 ,23244 ,23244 ,1557 ,1947 ,3294 ,3344 ,4053 ,4616 ,3033 ,954 ,379 ,67 ,0 
울산광역시 남구 삼호동(3114058500),10172 ,10172 ,546 ,801 ,1570 ,1215 ,1341 ,2200 ,1713 ,591 ,185 ,10 ,0 ,9810 ,9810 ,469 ,716 ,1220 ,1017 ,1287 ,2255 ,1709 ,711 ,377 ,49 ,0 
울산광역시 남구 무거동(3114059500),16245 ,16245 ,948 ,1657 ,3352 ,1893 ,2207 ,3287 ,2001 ,662 ,226 ,12 ,0 ,15424 ,15424 ,896 ,1536 ,2395 ,1543 ,2435 ,3465 ,1947 ,764 ,389 ,52 ,2 
울산광역시 남구 옥동(3114060000),12886 ,12886 ,1023 ,1573 ,1846 ,1571 ,1800 ,2476 ,1817 ,617 ,151 ,12 ,0 ,12793 ,12793 ,948 ,1332 ,1342 ,1472 ,2170 ,2793 ,1819 ,604 ,271 ,42 ,0 
울산광역시 남구 대현동(3114062500),15526 ,15526 ,1702 ,1774 ,1670 ,2369 ,2737 ,2489 ,1789 ,782 ,199 ,15 ,0 ,15506 ,15506 ,1620 ,1645 ,1411 ,2327 ,2900 ,2407 ,1989 ,819 ,356 ,31 ,1 
울산광역시 남구 수암동(3114063500),8175 ,8175 ,708 ,903 ,1024 ,1094 ,1182 ,1557 ,1195 ,411 ,95 ,6 ,0 ,8206 ,8206 ,714 ,846 ,877 ,1045 ,1317 ,1626 ,1181 ,412 ,161 ,26 ,1 
울산광역시 남구 선암동(3114064000),7226 ,7226 ,511 ,629 ,885 ,968 ,1143 ,1347 ,1183 ,449 ,107 ,4 ,0 ,6791 ,6791 ,463 ,554 ,753 ,817 ,1011 ,1324 ,1182 ,444 ,217 ,26 ,0 
울산광역시 남구 야음장생포동(3114067000),4785 ,4785 ,278 ,279 ,452 ,639 ,688 ,925 ,923 ,446 ,148 ,7 ,0 ,4339 ,4339 ,285 ,228 ,339 ,484 ,511 ,727 ,908 ,576 ,248 ,32 ,1 
울산광역시 동구 (3117000000),79365 ,79365 ,6413 ,8400 ,8973 ,11023 ,14360 ,12328 ,11871 ,4900 ,1043 ,54 ,0 ,72621 ,72621 ,6148 ,7387 ,7050 ,8963 ,12085 ,11865 ,12320 ,4624 ,1860 ,312 ,7 
울산광역시 동구 방어동(3117051000),21488 ,21488 ,1587 ,2287 ,2438 ,3096 ,4246 ,3563 ,2867 ,1140 ,258 ,6 ,0 ,18306 ,18306 ,1484 ,1905 ,1779 ,2237 ,3155 ,3089 ,2908 ,1138 ,520 ,90 ,1 
울산광역시 동구 일산동(3117052000),2947 ,2947 ,108 ,180 ,395 ,398 ,479 ,480 ,546 ,290 ,66 ,5 ,0 ,2532 ,2532 ,106 ,152 ,261 ,248 ,321 ,446 ,618 ,272 ,96 ,12 ,0 
