행정구역,2022년10월_남_총인구수,2022년10월_남_연령구간인구수,2022년10월_남_0~9세,2022년10월_남_10~19세,2022년10월_남_20~29세,2022년10월_남_30~39세,2022년10월_남_40~49세,2022년10월_남_50~59세,2022년10월_남_60~69세,2022년10월_남_70~79세,2022년10월_남_80~89세,2022년10월_남_90~99세,2022년10월_남_100세 이상,2022년10월_여_총인구수,2022년10월_여_연령구간인구수,2022년10월_여_0~9세,2022년10월_여_10~19세,2022년10월_여_20~29세,2022년10월_여_30~39세,2022년10월_여_40~49세,2022년10월_여_50~59세,2022년10월_여_60~69세,2022년10월_여_70~79세,2022년10월_여_80~89세,2022년10월_여_90~99세,2022년10월_여_100세 이상
전라남도 순천시 해룡면상삼출장소(4615031500),9807 ,9807 ,785 ,1340 ,1787 ,1291 ,1536 ,1896 ,861 ,213 ,91 ,7 ,0 ,9950 ,9950 ,748 ,1207 ,1484 ,1242 ,1848 ,2071 ,794 ,315 ,203 ,36 ,2 
전라남도 순천시 해룡면신대출장소(4615031600),16761 ,16761 ,2838 ,2722 ,1717 ,2886 ,3497 ,2110 ,746 ,193 ,48 ,4 ,0 ,16213 ,16213 ,2695 ,2484 ,1420 ,3115 ,3645 ,1733 ,736 ,230 ,127 ,28 ,0 
전라남도 순천시 서면(4615032000),7141 ,7141 ,528 ,659 ,761 ,921 ,1008 ,1276 ,1175 ,570 ,229 ,14 ,0 ,7067 ,7067 ,479 ,572 ,710 ,813 ,952 ,1180 ,1056 ,692 ,520 ,87 ,6 
전라남도 순천시 황전면(4615033000),1442 ,1442 ,22 ,45 ,77 ,72 ,128 ,271 ,352 ,292 ,167 ,16 ,0 ,1415 ,1415 ,17 ,47 ,50 ,48 ,61 ,162 ,307 ,332 ,330 ,60 ,1 
전라남도 순천시 월등면(4615034000),840 ,840 ,17 ,19 ,51 ,43 ,72 ,161 ,249 ,148 ,70 ,10 ,0 ,928 ,928 ,22 ,28 ,58 ,37 ,46 ,128 ,208 ,175 ,189 ,35 ,2 
전라남도 순천시 주암면(4615035000),1536 ,1536 ,30 ,54 ,96 ,80 ,142 ,284 ,381 ,277 ,168 ,24 ,0 ,1510 ,1510 ,20 ,44 ,68 ,43 ,58 ,198 ,356 ,314 ,352 ,55 ,2 
전라남도 순천시 송광면(4615036000),750 ,750 ,6 ,19 ,33 ,33 ,77 ,154 ,201 ,135 ,83 ,9 ,0 ,690 ,690 ,3 ,12 ,20 ,20 ,33 ,99 ,138 ,142 ,193 ,30 ,0 
전라남도 순천시 외서면(4615037000),405 ,405 ,7 ,17 ,28 ,16 ,30 ,81 ,108 ,82 ,33 ,3 ,0 ,414 ,414 ,6 ,12 ,13 ,10 ,15 ,46 ,100 ,69 ,117 ,26 ,0 
전라남도 순천시 낙안면(4615038000),1512 ,1512 ,41 ,77 ,100 ,75 ,120 ,254 ,407 ,277 ,149 ,11 ,1 ,1589 ,1589 ,38 ,59 ,77 ,69 ,75 ,225 ,364 ,321 ,302 ,57 ,2 
전라남도 순천시 별량면(4615039000),2689 ,2689 ,58 ,128 ,215 ,141 ,284 ,515 ,669 ,405 ,249 ,24 ,1 ,2691 ,2691 ,50 ,128 ,155 ,110 ,166 ,393 ,545 ,504 ,537 ,100 ,3 
전라남도 순천시 상사면(4615040000),1447 ,1447 ,39 ,73 ,155 ,85 ,136 ,287 ,357 ,189 ,116 ,9 ,1 ,1391 ,1391 ,20 ,54 ,102 ,63 ,109 ,252 ,308 ,221 ,217 ,40 ,5 
전라남도 순천시 향동(4615051500),1698 ,1698 ,57 ,130 ,178 ,149 ,208 ,267 ,338 ,275 ,92 ,4 ,0 ,1758 ,1758 ,65 ,118 ,129 ,106 ,173 ,250 ,361 ,303 ,216 ,36 ,1 
전라남도 순천시 매곡동(4615054000),3268 ,3268 ,223 ,283 ,549 ,424 ,421 ,472 ,439 ,298 ,148 ,11 ,0 ,3359 ,3359 ,227 ,244 ,504 ,390 ,403 ,457 ,498 ,375 ,232 ,28 ,1 
전라남도 순천시 삼산동(4615055000),12296 ,12296 ,937 ,1249 ,2039 ,1412 ,1720 ,2045 ,1797 ,810 ,252 ,35 ,0 ,12778 ,12778 ,843 ,1276 ,1660 ,1371 ,1871 ,2312 ,1940 ,900 ,488 ,111 ,6 
전라남도 순천시 조곡동(4615056000),2963 ,2963 ,149 ,253 ,352 ,317 ,402 ,564 ,509 ,281 ,125 ,11 ,0 ,2959 ,2959 ,135 ,237 ,298 ,254 ,395 ,506 ,574 ,339 ,184 ,36 ,1 
전라남도 순천시 덕연동(4615057000),21310 ,21310 ,1427 ,2586 ,3368 ,2371 ,3145 ,4015 ,2955 ,1084 ,332 ,27 ,0 ,21484 ,21484 ,1433 ,2355 ,2714 ,2214 ,3415 ,4415 ,3061 ,1142 ,611 ,118 ,6 
전라남도 순천시 풍덕동(4615058000),3687 ,3687 ,169 ,288 ,457 ,348 ,507 ,606 ,683 ,419 ,200 ,10 ,0 ,3696 ,3696 ,142 ,254 ,372 ,308 ,405 ,622 ,742 ,535 ,271 ,45 ,0 
전라남도 순천시 남제동(4615059000),4204 ,4204 ,143 ,315 ,550 ,391 ,526 ,798 ,762 ,505 ,197 ,17 ,0 ,4128 ,4128 ,139 ,270 ,402 ,345 ,403 ,767 ,861 ,609 ,282 ,47 ,3 
전라남도 순천시 저전동(4615060000),1319 ,1319 ,53 ,86 ,143 ,142 ,149 ,210 ,227 ,194 ,105 ,10 ,0 ,1380 ,1380 ,47 ,85 ,133 ,107 ,137 ,196 ,291 ,249 ,117 ,17 ,1 
전라남도 순천시 장천동(4615061000),1112 ,1112 ,19 ,47 ,114 ,104 ,150 ,228 ,243 ,143 ,56 ,7 ,1 ,976 ,976 ,22 ,32 ,115 ,66 ,86 ,159 ,236 ,167 ,75 ,17 ,1 
전라남도 순천시 중앙동(4615062000),1463 ,1463 ,48 ,85 ,188 ,172 ,172 ,254 ,273 ,185 ,78 ,8 ,0 ,1426 ,1426 ,40 ,82 ,136 ,135 ,157 ,246 ,290 ,195 ,126 ,19 ,0 
전라남도 순천시 도사동(4615063500),9081 ,9081 ,954 ,921 ,1086 ,1137 ,1468 ,1546 ,1197 ,548 ,203 ,21 ,0 ,8961 ,8961 ,897 ,844 ,869 ,1101 ,1417 ,1520 ,1187 ,598 ,425 ,98 ,5 
전라남도 순천시 왕조1동(4615066100),19775 ,19775 ,1669 ,2321 ,3283 ,2542 ,2913 ,3743 ,2320 ,738 ,216 ,30 ,0 ,20318 ,20318 ,1589 ,2255 ,2887 ,2388 ,3407 ,4001 ,2228 ,879 ,580 ,99 ,5 
전라남도 순천시 왕조2동(4615066500),9106 ,9106 ,708 ,1123 ,1668 ,1143 ,1342 ,1832 ,969 ,237 ,76 ,8 ,0 ,9450 ,9450 ,733 ,1173 ,1378 ,1069 ,1681 ,2007 ,923 ,294 ,165 ,27 ,0 
전라남도 나주시 (4617000000),58399 ,58399 ,4740 ,5008 ,6104 ,7199 ,9203 ,9583 ,8960 ,5045 ,2308 ,245 ,4 ,57363 ,57363 ,4485 ,4764 ,5487 ,6687 ,7601 ,7830 ,8391 ,6142 ,5083 ,870 ,23 
전라남도 나주시 남평읍(4617025000),5935 ,5935 ,498 ,410 ,552 ,717 ,961 ,996 ,1047 ,533 ,199 ,22 ,0 ,5952 ,5952 ,483 ,408 ,469 ,702 ,768 ,941 ,1039 ,625 ,439 ,78 ,0 
전라남도 나주시 세지면(4617031000),1292 ,1292 ,15 ,67 ,101 ,68 ,137 ,263 ,314 ,206 ,109 ,12 ,0 ,1224 ,1224 ,12 ,58 ,74 ,47 ,70 ,164 ,260 ,260 ,232 ,47 ,0 
전라남도 나주시 왕곡면(4617032000),1459 ,1459 ,27 ,57 ,132 ,92 ,141 ,319 ,347 ,218 ,116 ,10 ,0 ,1340 ,1340 ,25 ,48 ,85 ,59 ,79 ,183 ,300 ,243 ,270 ,47 ,1 
전라남도 나주시 반남면(4617033000),680 ,680 ,10 ,18 ,45 ,44 ,70 ,138 ,170 ,115 ,55 ,15 ,0 ,684 ,684 ,9 ,18 ,33 ,13 ,39 ,94 ,146 ,139 ,164 ,29 ,0 
전라남도 나주시 공산면(4617034000),1139 ,1139 ,33 ,65 ,77 ,68 ,122 ,221 ,271 ,178 ,103 ,1 ,0 ,1084 ,1084 ,33 ,48 ,50 ,41 ,75 ,131 ,233 ,214 ,226 ,30 ,3 
전라남도 나주시 동강면(4617035000),1171 ,1171 ,15 ,39 ,88 ,52 ,128 ,206 ,316 ,207 ,103 ,17 ,0 ,1177 ,1177 ,26 ,31 ,52 ,38 ,53 ,150 ,256 ,259 ,267 ,45 ,0 
전라남도 나주시 다시면(4617036000),1745 ,1745 ,20 ,80 ,117 ,109 ,192 ,320 ,466 ,267 ,160 ,14 ,0 ,1709 ,1709 ,28 ,53 ,78 ,65 ,95 ,249 ,395 ,353 ,335 ,56 ,2 
전라남도 나주시 문평면(4617037000),914 ,914 ,12 ,20 ,57 ,45 ,91 ,182 ,262 ,142 ,96 ,7 ,0 ,939 ,939 ,14 ,24 ,41 ,30 ,43 ,124 ,211 ,187 ,225 ,36 ,4 
전라남도 나주시 노안면(4617038000),2292 ,2292 ,41 ,76 ,162 ,132 ,217 ,497 ,624 ,339 ,178 ,25 ,1 ,2125 ,2125 ,28 ,58 ,124 ,82 ,111 ,329 ,504 ,394 ,407 ,87 ,1 
전라남도 나주시 금천면(4617039000),2204 ,2204 ,61 ,112 ,185 ,191 ,262 ,437 ,480 ,306 ,158 ,12 ,0 ,1939 ,1939 ,49 ,86 ,143 ,107 ,144 ,278 ,424 ,382 ,285 ,40 ,1 
전라남도 나주시 산포면(4617040000),1697 ,1697 ,28 ,65 ,139 ,128 ,208 ,378 ,388 ,244 ,109 ,10 ,0 ,1553 ,1553 ,30 ,53 ,109 ,81 ,105 ,246 ,360 ,273 ,256 ,40 ,0 
전라남도 나주시 다도면(4617042000),926 ,926 ,9 ,27 ,46 ,50 ,89 ,205 ,277 ,136 ,77 ,10 ,0 ,869 ,869 ,11 ,28 ,35 ,36 ,43 ,133 ,193 ,178 ,179 ,32 ,1 
전라남도 나주시 봉황면(4617043000),2132 ,2132 ,36 ,95 ,160 ,103 ,226 ,418 ,547 ,361 ,169 ,15 ,2 ,1931 ,1931 ,31 ,63 ,112 ,81 ,99 ,258 ,441 ,412 ,371 ,60 ,3 
전라남도 나주시 송월동(4617051000),3990 ,3990 ,293 ,399 ,650 ,570 ,617 ,739 ,418 ,200 ,93 ,11 ,0 ,3980 ,3980 ,268 ,398 ,553 ,463 ,608 ,647 ,479 ,315 ,216 ,31 ,2 
전라남도 나주시 영강동(4617052000),1341 ,1341 ,56 ,98 ,171 ,151 ,200 ,262 ,209 ,133 ,56 ,5 ,0 ,1358 ,1358 ,61 ,89 ,131 ,131 ,161 ,228 ,253 ,160 ,118 ,25 ,1 
전라남도 나주시 금남동(4617054000),2377 ,2377 ,112 ,201 ,262 ,183 ,287 ,428 ,442 ,291 ,155 ,16 ,0 ,2360 ,2360 ,85 ,125 ,212 ,182 ,229 ,398 ,438 ,405 ,250 ,35 ,1 
전라남도 나주시 성북동(4617055000),4328 ,4328 ,306 ,496 ,689 ,401 ,666 ,754 ,577 ,311 ,114 ,14 ,0 ,4298 ,4298 ,279 ,427 ,562 ,381 ,644 ,707 ,583 ,405 ,262 ,48 ,0 
전라남도 나주시 영산동(4617058000),1522 ,1522 ,42 ,79 ,125 ,98 ,187 ,296 ,341 ,235 ,104 ,15 ,0 ,1494 ,1494 ,36 ,82 ,103 ,83 ,103 ,236 ,304 ,268 ,239 ,40 ,0 
전라남도 나주시 이창동(4617060000),1797 ,1797 ,50 ,82 ,224 ,178 ,251 ,347 ,370 ,223 ,63 ,9 ,0 ,1548 ,1548 ,49 ,99 ,157 ,108 ,152 ,222 ,305 ,246 ,174 ,34 ,2 
전라남도 나주시 빛가람동(4617062000),19458 ,19458 ,3076 ,2522 ,2122 ,3819 ,4151 ,2177 ,1094 ,400 ,91 ,5 ,1 ,19799 ,19799 ,2928 ,2568 ,2364 ,3957 ,3980 ,2112 ,1267 ,424 ,168 ,30 ,1 
전라남도 광양시 (4623000000),79499 ,79499 ,6208 ,8153 ,11010 ,9781 ,12044 ,16170 ,10265 ,4097 ,1628 ,141 ,2 ,72646 ,72646 ,5980 ,7543 ,8065 ,8370 ,11029 ,13738 ,9205 ,4555 ,3407 ,731 ,23 
전라남도 광양시 광양읍(4623025000),24602 ,24602 ,1946 ,2606 ,3100 ,2744 ,4064 ,4630 ,3435 ,1491 ,538 ,48 ,0 ,23506 ,23506 ,1880 ,2404 ,2596 ,2613 ,3631 ,4084 ,3198 ,1673 ,1166 ,253 ,8 
전라남도 광양시 봉강면(4623031000),1101 ,1101 ,34 ,64 ,104 ,81 ,110 ,244 ,246 ,125 ,82 ,11 ,0 ,1033 ,1033 ,19 ,45 ,71 ,59 ,75 ,185 ,215 ,164 ,154 ,46 ,0 
전라남도 광양시 옥룡면(4623032000),1513 ,1513 ,37 ,59 ,138 ,77 ,114 ,356 ,393 ,206 ,117 ,16 ,0 ,1517 ,1517 ,34 ,68 ,93 ,67 ,125 ,248 ,309 ,255 ,259 ,57 ,2 
전라남도 광양시 옥곡면(4623033000),2543 ,2543 ,145 ,137 ,309 ,284 ,253 ,607 ,446 ,234 ,119 ,9 ,0 ,2425 ,2425 ,127 ,127 ,242 ,225 ,258 ,542 ,392 ,254 ,213 ,44 ,1 
전라남도 광양시 진상면(4623034000),1376 ,1376 ,21 ,77 ,103 ,76 ,105 ,311 ,312 ,223 ,136 ,11 ,1 ,1338 ,1338 ,31 ,41 ,61 ,59 ,77 ,218 ,272 ,266 ,256 ,55 ,2 
전라남도 광양시 진월면(4623035000),1351 ,1351 ,29 ,40 ,101 ,79 ,143 ,288 ,291 ,245 ,123 ,11 ,1 ,1361 ,1361 ,30 ,43 ,76 ,57 ,82 ,166 ,303 ,289 ,249 ,64 ,2 
전라남도 광양시 다압면(4623036000),871 ,871 ,20 ,42 ,74 ,33 ,92 ,177 ,236 ,109 ,83 ,5 ,0 ,844 ,844 ,19 ,39 ,33 ,43 ,49 ,116 ,207 ,170 ,150 ,18 ,0 
전라남도 광양시 골약동(4623051500),3058 ,3058 ,551 ,211 ,296 ,777 ,437 ,343 ,222 ,135 ,80 ,6 ,0 ,2734 ,2734 ,529 ,159 ,249 ,717 ,330 ,250 ,190 ,139 ,131 ,38 ,2 
전라남도 광양시 중마동(4623053000),30016 ,30016 ,2725 ,3687 ,4630 ,4232 ,5151 ,6169 ,2550 ,660 ,198 ,14 ,0 ,26818 ,26818 ,2600 ,3487 ,3423 ,3547 ,4970 ,5337 ,2191 ,744 ,436 ,79 ,4 
전라남도 광양시 광영동(4623054000),6046 ,6046 ,335 ,560 ,822 ,615 ,882 ,1493 ,964 ,293 ,78 ,4 ,0 ,5387 ,5387 ,347 ,535 ,571 ,484 ,754 ,1222 ,910 ,322 ,195 ,45 ,2 
전라남도 광양시 금호동(4623055000),6085 ,6085 ,344 ,622 ,1215 ,692 ,579 ,1346 ,969 ,278 ,37 ,3 ,0 ,4940 ,4940 ,342 ,546 ,599 ,461 ,626 ,1234 ,855 ,173 ,88 ,16 ,0 
전라남도 광양시 태인동(4623057000),937 ,937 ,21 ,48 ,118 ,91 ,114 ,206 ,201 ,98 ,37 ,3 ,0 ,743 ,743 ,22 ,49 ,51 ,38 ,52 ,136 ,163 ,106 ,110 ,16 ,0 
전라남도 담양군 (4671000000),23184 ,23184 ,1010 ,1537 ,2456 ,1757 ,2768 ,4517 ,4769 ,2794 ,1431 ,144 ,1 ,22592 ,22592 ,1043 ,1447 ,1711 ,1660 ,2173 ,3622 ,4247 ,3235 ,2934 ,496 ,24 
전라남도 담양군 담양읍(4671025000),7636 ,7636 ,517 ,676 ,945 ,763 ,1071 ,1339 ,1221 ,721 ,346 ,36 ,1 ,7605 ,7605 ,584 ,609 ,714 ,781 ,960 ,1156 ,1175 ,852 ,637 ,130 ,7 
전라남도 담양군 봉산면(4671031000),1395 ,1395 ,52 ,50 ,103 ,98 ,180 ,291 ,316 ,176 ,118 ,11 ,0 ,1295 ,1295 ,54 ,51 ,76 ,77 ,104 ,213 ,273 ,241 ,172 ,34 ,0 
전라남도 담양군 고서면(4671032000),1556 ,1556 ,37 ,85 ,135 ,99 ,156 ,313 ,391 ,238 ,95 ,7 ,0 ,1500 ,1500 ,43 ,75 ,97 ,91 ,113 ,255 ,339 ,251 ,206 ,28 ,2 
전라남도 담양군 가사문학면(4671033500),604 ,604 ,8 ,22 ,39 ,32 ,51 ,138 ,166 ,86 ,57 ,5 ,0 ,596 ,596 ,10 ,25 ,34 ,35 ,38 ,107 ,126 ,100 ,97 ,23 ,1 
전라남도 담양군 창평면(4671034000),1804 ,1804 ,62 ,114 ,153 ,119 ,187 ,362 ,420 ,242 ,137 ,8 ,0 ,1789 ,1789 ,49 ,141 ,110 ,108 ,136 ,290 ,368 ,282 ,270 ,34 ,1 
전라남도 담양군 대덕면(4671035000),954 ,954 ,19 ,55 ,91 ,56 ,83 ,207 ,253 ,117 ,70 ,3 ,0 ,902 ,902 ,25 ,36 ,70 ,49 ,64 ,173 ,185 ,140 ,139 ,19 ,2 
전라남도 담양군 무정면(4671036000),1378 ,1378 ,24 ,42 ,339 ,72 ,106 ,231 ,276 ,179 ,97 ,12 ,0 ,1163 ,1163 ,27 ,43 ,79 ,56 ,71 ,165 ,267 ,207 ,206 ,41 ,1 
전라남도 담양군 금성면(4671037000),1263 ,1263 ,23 ,53 ,102 ,82 ,146 ,246 ,288 ,199 ,109 ,15 ,0 ,1229 ,1229 ,27 ,40 ,83 ,51 ,84 ,176 ,278 ,204 ,237 ,44 ,5 
전라남도 담양군 용면(4671038000),889 ,889 ,30 ,30 ,55 ,55 ,100 ,178 ,212 ,154 ,67 ,8 ,0 ,878 ,878 ,21 ,37 ,56 ,52 ,67 ,145 ,186 ,165 ,129 ,19 ,1 
전라남도 담양군 월산면(4671039000),1216 ,1216 ,44 ,60 ,83 ,75 ,131 ,248 ,290 ,185 ,92 ,8 ,0 ,1156 ,1156 ,37 ,57 ,61 ,85 ,92 ,181 ,238 ,195 ,179 ,29 ,2 
전라남도 담양군 수북면(4671040000),2375 ,2375 ,108 ,177 ,223 ,171 ,291 ,495 ,516 ,253 ,118 ,23 ,0 ,2306 ,2306 ,81 ,139 ,186 ,139 ,246 ,418 ,432 ,298 ,322 ,43 ,2 
전라남도 담양군 대전면(4671041000),2114 ,2114 ,86 ,173 ,188 ,135 ,266 ,469 ,420 ,244 ,125 ,8 ,0 ,2173 ,2173 ,85 ,194 ,145 ,136 ,198 ,343 ,380 ,300 ,340 ,52 ,0 
전라남도 곡성군 (4672000000),13395 ,13395 ,427 ,962 ,1152 ,836 ,1518 ,2613 ,2895 ,1791 ,1081 ,118 ,2 ,13719 ,13719 ,429 ,792 ,939 ,722 ,1221 ,2054 ,2519 ,2187 ,2352 ,487 ,17 
전라남도 곡성군 곡성읍(4672025000),3698 ,3698 ,182 ,342 ,364 ,287 ,521 ,678 ,655 ,418 ,230 ,21 ,0 ,3933 ,3933 ,197 ,294 ,332 ,295 ,483 ,575 ,675 ,521 ,456 ,99 ,6 
전라남도 곡성군 오곡면(4672031000),899 ,899 ,18 ,60 ,67 ,55 ,82 ,166 ,226 ,129 ,88 ,8 ,0 ,925 ,925 ,26 ,50 ,49 ,33 ,56 ,121 ,175 ,191 ,192 ,32 ,0 
전라남도 곡성군 삼기면(4672032000),810 ,810 ,8 ,50 ,49 ,43 ,77 ,151 ,199 ,136 ,87 ,10 ,0 ,839 ,839 ,13 ,32 ,34 ,27 ,45 ,131 ,156 ,156 ,198 ,46 ,1 
전라남도 곡성군 석곡면(4672033000),1059 ,1059 ,36 ,62 ,66 ,51 ,93 ,208 ,260 ,154 ,117 ,11 ,1 ,1171 ,1171 ,17 ,42 ,57 ,43 ,90 ,180 ,212 ,211 ,259 ,58 ,2 
전라남도 곡성군 목사동면(4672034000),656 ,656 ,15 ,16 ,36 ,42 ,55 ,140 ,159 ,121 ,66 ,6 ,0 ,662 ,662 ,7 ,17 ,27 ,27 ,29 ,96 ,140 ,129 ,166 ,22 ,2 
전라남도 곡성군 죽곡면(4672035000),902 ,902 ,21 ,42 ,64 ,43 ,65 ,175 ,235 ,169 ,80 ,8 ,0 ,942 ,942 ,16 ,26 ,52 ,38 ,60 ,151 ,204 ,172 ,174 ,49 ,0 
전라남도 곡성군 고달면(4672036000),571 ,571 ,15 ,22 ,41 ,32 ,52 ,98 ,153 ,79 ,74 ,5 ,0 ,569 ,569 ,9 ,24 ,28 ,22 ,19 ,83 ,105 ,122 ,131 ,25 ,1 
전라남도 곡성군 옥과면(4672037000),2064 ,2064 ,73 ,200 ,248 ,150 ,264 ,407 ,374 ,223 ,107 ,18 ,0 ,2009 ,2009 ,89 ,168 ,203 ,124 ,237 ,307 ,341 ,256 ,239 ,44 ,1 
전라남도 곡성군 입면(4672038000),1207 ,1207 ,24 ,99 ,110 ,53 ,155 ,288 ,230 ,141 ,93 ,14 ,0 ,1157 ,1157 ,24 ,76 ,77 ,45 ,110 ,180 ,197 ,170 ,230 ,47 ,1 
전라남도 곡성군 겸면(4672039000),802 ,802 ,15 ,41 ,48 ,44 ,96 ,162 ,194 ,111 ,80 ,10 ,1 ,830 ,830 ,15 ,38 ,42 ,38 ,46 ,122 ,156 ,153 ,179 ,40 ,1 
전라남도 곡성군 오산면(4672040000),727 ,727 ,20 ,28 ,59 ,36 ,58 ,140 ,210 ,110 ,59 ,7 ,0 ,682 ,682 ,16 ,25 ,38 ,30 ,46 ,108 ,158 ,106 ,128 ,25 ,2 
전라남도 구례군 (4673000000),12104 ,12104 ,471 ,878 ,999 ,699 ,1392 ,2469 ,2577 ,1627 ,902 ,88 ,2 ,12657 ,12657 ,484 ,812 ,733 ,684 ,1223 ,1952 ,2472 ,2025 ,1932 ,332 ,8 
전라남도 구례군 구례읍(4673025000),5110 ,5110 ,278 ,506 ,529 ,354 ,664 ,996 ,917 ,568 ,270 ,28 ,0 ,5355 ,5355 ,296 ,466 ,401 ,378 ,674 ,895 ,908 ,704 ,532 ,98 ,3 
전라남도 구례군 문척면(4673031000),647 ,647 ,22 ,35 ,46 ,17 ,73 ,135 ,169 ,83 ,61 ,6 ,0 ,634 ,634 ,16 ,26 ,33 ,26 ,48 ,110 ,123 ,118 ,115 ,18 ,1 
전라남도 구례군 간전면(4673032000),714 ,714 ,19 ,25 ,35 ,37 ,78 ,159 ,163 ,123 ,68 ,7 ,0 ,736 ,736 ,17 ,32 ,38 ,32 ,47 ,105 ,155 ,140 ,150 ,20 ,0 
전라남도 구례군 토지면(4673033000),1212 ,1212 ,21 ,63 ,81 ,45 ,114 ,266 ,345 ,158 ,105 ,13 ,1 ,1243 ,1243 ,18 ,55 ,56 ,41 ,94 ,208 ,305 ,209 ,214 ,43 ,0 
전라남도 구례군 마산면(4673034000),1248 ,1248 ,41 ,100 ,93 ,67 ,157 ,263 ,254 ,174 ,89 ,9 ,1 ,1298 ,1298 ,39 ,74 ,82 ,57 ,127 ,172 ,278 ,211 ,217 ,39 ,2 
전라남도 구례군 광의면(4673035000),1064 ,1064 ,26 ,52 ,59 ,65 ,96 ,209 ,249 ,182 ,115 ,11 ,0 ,1162 ,1162 ,36 ,53 ,35 ,47 ,68 ,141 ,236 ,240 ,254 ,51 ,1 
전라남도 구례군 용방면(4673036000),677 ,677 ,18 ,23 ,48 ,43 ,76 ,126 ,145 ,116 ,75 ,7 ,0 ,736 ,736 ,16 ,21 ,36 ,38 ,64 ,95 ,145 ,143 ,150 ,28 ,0 
전라남도 구례군 산동면(4673037000),1432 ,1432 ,46 ,74 ,108 ,71 ,134 ,315 ,335 ,223 ,119 ,7 ,0 ,1493 ,1493 ,46 ,85 ,52 ,65 ,101 ,226 ,322 ,260 ,300 ,35 ,1 
전라남도 고흥군 (4677000000),30255 ,30255 ,1114 ,1897 ,2148 ,1721 ,3329 ,5557 ,6700 ,4852 ,2644 ,287 ,6 ,31793 ,31793 ,1123 ,1637 ,1536 ,1520 ,2459 ,4197 ,6515 ,6097 ,5563 ,1112 ,34 
전라남도 고흥군 고흥읍(4677025000),6129 ,6129 ,449 ,751 ,687 ,511 ,896 ,1085 ,907 ,580 ,238 ,24 ,1 ,6410 ,6410 ,467 ,672 ,537 ,592 ,919 ,942 ,1021 ,654 ,487 ,112 ,7 
전라남도 고흥군 도양읍(4677025300),4643 ,4643 ,217 ,360 ,386 ,324 ,556 ,893 ,957 ,654 ,276 ,20 ,0 ,4859 ,4859 ,233 ,316 ,311 ,316 ,508 ,729 ,983 ,860 ,486 ,113 ,4 
전라남도 고흥군 도양읍소록출장소(4677025400),282 ,282 ,11 ,15 ,5 ,12 ,16 ,16 ,42 ,78 ,75 ,12 ,0 ,290 ,290 ,12 ,11 ,10 ,14 ,20 ,12 ,38 ,78 ,75 ,20 ,0 
전라남도 고흥군 도양읍시산출장소(4677025500),113 ,113 ,1 ,4 ,5 ,10 ,27 ,26 ,20 ,13 ,7 ,0 ,0 ,103 ,103 ,1 ,5 ,2 ,3 ,5 ,16 ,13 ,23 ,31 ,4 ,0 
전라남도 고흥군 풍양면(4677031000),1513 ,1513 ,27 ,47 ,74 ,76 ,159 ,274 ,373 ,287 ,175 ,21 ,0 ,1511 ,1511 ,23 ,36 ,33 ,42 ,53 ,157 ,339 ,388 ,361 ,76 ,3 
전라남도 고흥군 도덕면(4677032000),1394 ,1394 ,25 ,53 ,78 ,66 ,126 ,274 ,359 ,247 ,146 ,19 ,1 ,1454 ,1454 ,31 ,50 ,67 ,33 ,83 ,186 ,285 ,302 ,343 ,74 ,0 
전라남도 고흥군 금산면(4677033000),2054 ,2054 ,53 ,84 ,118 ,80 ,191 ,370 ,490 ,395 ,250 ,21 ,2 ,2146 ,2146 ,48 ,75 ,68 ,66 ,112 ,274 ,468 ,528 ,438 ,69 ,0 
전라남도 고흥군 도화면(4677034000),1817 ,1817 ,35 ,71 ,103 ,84 ,175 ,342 ,426 ,365 ,200 ,16 ,0 ,1902 ,1902 ,48 ,68 ,64 ,52 ,100 ,257 ,430 ,400 ,395 ,80 ,8 
전라남도 고흥군 포두면(4677035000),2311 ,2311 ,45 ,113 ,126 ,104 ,234 ,458 ,539 ,396 ,267 ,29 ,0 ,2465 ,2465 ,54 ,97 ,76 ,78 ,148 ,329 ,531 ,565 ,486 ,100 ,1 
전라남도 고흥군 봉래면(4677036000),896 ,896 ,26 ,36 ,45 ,30 ,99 ,170 ,222 ,168 ,88 ,11 ,1 ,921 ,921 ,23 ,31 ,36 ,25 ,45 ,99 ,213 ,199 ,212 ,38 ,0 
전라남도 고흥군 점암면(4677037000),1251 ,1251 ,12 ,49 ,64 ,45 ,122 ,232 ,331 ,247 ,133 ,16 ,0 ,1366 ,1366 ,20 ,42 ,32 ,38 ,58 ,162 ,322 ,286 ,320 ,85 ,1 
전라남도 고흥군 과역면(4677038000),1539 ,1539 ,34 ,66 ,103 ,66 ,150 ,290 ,394 ,256 ,163 ,17 ,0 ,1671 ,1671 ,31 ,40 ,82 ,52 ,77 ,237 ,364 ,335 ,382 ,68 ,3 
전라남도 고흥군 남양면(4677039000),1060 ,1060 ,31 ,51 ,55 ,50 ,90 ,186 ,315 ,178 ,97 ,7 ,0 ,1178 ,1178 ,14 ,48 ,38 ,46 ,62 ,136 ,282 ,272 ,227 ,53 ,0 
전라남도 고흥군 동강면(4677040000),1499 ,1499 ,51 ,58 ,105 ,92 ,149 ,266 ,358 ,271 ,123 ,26 ,0 ,1537 ,1537 ,41 ,48 ,77 ,63 ,92 ,181 ,360 ,298 ,311 ,62 ,4 
